locus_tag,product,protein_id
BHE81_RS20350,undecaprenyl-diphosphate phosphatase,WP_004141974.1
BHE81_RS20360,multidrug efflux MFS transporter KdeA,WP_004151718.1
BHE81_RS20365,Cof-type HAD-IIB family hydrolase,WP_004141971.1
BHE81_RS20370,MFS transporter,WP_004151719.1
BHE81_RS20375,TetR/AcrR family transcriptional regulator,WP_023302134.1
BHE81_RS20380,aspartate:alanine antiporter,WP_004147745.1
BHE81_RS20385,inner membrane protein YbjM,WP_002896351.1
BHE81_RS20390,GrxA family glutaredoxin,WP_002896352.1
BHE81_RS20395,YbjC family protein,WP_004179132.1
BHE81_RS20400,nitroreductase NfsA,WP_004179133.1
BHE81_RS20405,30S ribosomal protein S6--L-glutamate ligase,WP_002896363.1
BHE81_RS20410,YbjN domain-containing protein,WP_002896365.1
BHE81_RS20415,spermidine/putrescine ABC transporter substrate-binding protein PotF,WP_002896368.1
BHE81_RS20420,putrescine ABC transporter ATP-binding subunit PotG,WP_002896370.1
BHE81_RS20425,putrescine ABC transporter permease PotH,WP_002896371.1
BHE81_RS20430,putrescine ABC transporter permease PotI,WP_002896372.1
BHE81_RS20435,YbjO family protein,WP_002896376.1
BHE81_RS20440,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,WP_002896378.1
BHE81_RS20445,response regulator transcription factor,WP_002896380.1
BHE81_RS20450,sensor histidine kinase,WP_002896382.1
BHE81_RS20455,arginine ABC transporter substrate-binding protein ArtJ,WP_002896384.1
BHE81_RS20460,arginine ABC transporter permease ArtM,WP_004141917.1
BHE81_RS20465,arginine ABC transporter permease ArtQ,WP_002896386.1
BHE81_RS20470,arginine ABC transporter substrate-binding protein ArtI,WP_002896390.1
BHE81_RS20475,arginine ABC transporter ATP-binding protein ArtP,WP_002896392.1
BHE81_RS20480,lipoprotein,WP_002896394.1
BHE81_RS20490,GGDEF domain-containing protein,WP_021313343.1
BHE81_RS20495,N-acetylmuramoyl-L-alanine amidase,WP_004209681.1
BHE81_RS20500,NAD-dependent epimerase/dehydratase family protein,WP_023302132.1
BHE81_RS20505,SDR family oxidoreductase,WP_023342921.1
BHE81_RS20510,low-specificity L-threonine aldolase,WP_023302130.1
BHE81_RS20515,ubiquinone-dependent pyruvate dehydrogenase,WP_023302129.1
BHE81_RS20520,DoxX family protein,WP_004209688.1
BHE81_RS20525,NADH oxidoreductase,WP_004147771.1
BHE81_RS20530,hydroxylamine reductase,WP_004176696.1
BHE81_RS20535,lysine exporter LysO family protein,WP_073545651.1
BHE81_RS20540,aquaporin Z,WP_002896434.1
BHE81_RS20545,ATP-dependent endonuclease,WP_004176693.1
BHE81_RS20550,macrolide transporter subunit MacA,WP_002896440.1
BHE81_RS20555,macrolide ABC transporter ATP-binding protein/permease MacB,WP_004150848.1
BHE81_RS20560,cold shock-like protein CspD,WP_002896516.1
BHE81_RS20565,ATP-dependent Clp protease adapter ClpS,WP_002896520.1
BHE81_RS20570,ATP-dependent Clp protease ATP-binding subunit ClpA,WP_002896522.1
BHE81_RS20575,translation initiation factor IF-1,WP_001040187.1
BHE81_RS20580,leucyl/phenylalanyl-tRNA--protein transferase,WP_023302126.1
BHE81_RS20585,heme ABC transporter ATP-binding protein/permease CydC,WP_023302125.1
BHE81_RS20590,heme ABC transporter permease/ATP-binding protein CydD,WP_023342919.1
BHE81_RS20595,thioredoxin-disulfide reductase,WP_002898019.1
BHE81_RS20600,leucine-responsive transcriptional regulator Lrp,WP_000228469.1
BHE81_RS20605,DNA translocase FtsK,WP_149888826.1
BHE81_RS20610,outer membrane lipoprotein chaperone LolA,WP_002898132.1
BHE81_RS20615,replication-associated recombination protein RarA,WP_004179165.1
BHE81_RS20620,serine--tRNA ligase,WP_002898139.1
BHE81_RS20625,dimethylsulfoxide reductase subunit A,WP_149888827.1
BHE81_RS20630,DMSO/selenate family reductase complex B subunit,
BHE81_RS20635,dimethyl sulfoxide reductase anchor subunit family protein,WP_004150844.1
BHE81_RS20645,MFS transporter,WP_023342916.1
BHE81_RS20650,pyruvate formate lyase 1-activating protein,WP_002898145.1
BHE81_RS20655,formate C-acetyltransferase,WP_004191136.1
BHE81_RS20660,formate transporter FocA,WP_002898150.1
BHE81_RS20665,30S ribosomal protein S12 methylthiotransferase accessory factor YcaO,WP_004150842.1
BHE81_RS20670,DUF421 domain-containing protein,WP_002898152.1
BHE81_RS20675,3-phosphoserine/phosphohydroxythreonine transaminase,WP_002898155.1
BHE81_RS20680,3-phosphoshikimate 1-carboxyvinyltransferase,WP_002898157.1
BHE81_RS20685,(d)CMP kinase,WP_002898160.1
BHE81_RS20690,30S ribosomal protein S1,WP_002898162.1
BHE81_RS20695,integration host factor subunit beta,WP_002898165.1
BHE81_RS20700,ComEC family protein,WP_023302119.1
BHE81_RS20705,lipid A ABC transporter ATP-binding protein/permease MsbA,WP_002898170.1
BHE81_RS20710,tetraacyldisaccharide 4'-kinase,WP_002898174.1
BHE81_RS20715,winged helix-turn-helix domain-containing protein,WP_004147814.1
BHE81_RS20720,protein YcaR,WP_002898177.1
BHE81_RS20725,3-deoxy-manno-octulosonate cytidylyltransferase,WP_002898180.1
BHE81_RS20730,YcbJ family phosphotransferase,WP_004176684.1
BHE81_RS20735,envelope biogenesis factor ElyC,WP_004141786.1
BHE81_RS20740,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,WP_002898187.1
BHE81_RS20745,chromosome partition protein MukF,WP_002898189.1
BHE81_RS20750,chromosome partition protein MukE,WP_004150840.1
BHE81_RS20755,chromosome partition protein MukB,WP_023302118.1
BHE81_RS20760,L%2CD-transpeptidase,WP_004211429.1
BHE81_RS20765,YcbK family protein,WP_002898198.1
BHE81_RS20770,MBL fold metallo-hydrolase,WP_002898200.1
BHE81_RS20775,amino acid aminotransferase,WP_002898202.1
BHE81_RS20780,porin OmpK35,WP_004141771.1
BHE81_RS20785,asparagine--tRNA ligase,WP_002898206.1
BHE81_RS20790,Lrp/AsnC family transcriptional regulator,WP_002898209.1
BHE81_RS20795,diaminopropionate ammonia-lyase,WP_023302117.1
BHE81_RS20800,aromatic amino acid transport family protein,WP_004176676.1
BHE81_RS20805,Zn-dependent hydrolase,WP_004141764.1
BHE81_RS20810,M20 aminoacylase family protein,WP_004147828.1
BHE81_RS20815,nicotinate phosphoribosyltransferase,WP_002898217.1
BHE81_RS20820,aminopeptidase N,WP_002898220.1
BHE81_RS20825,aliphatic sulfonates ABC transporter ATP-binding protein,WP_004150838.1
BHE81_RS20830,aliphatic sulfonate ABC transporter permease SsuC,WP_004141755.1
BHE81_RS20835,FMNH2-dependent alkanesulfonate monooxygenase,WP_002898293.1
BHE81_RS20840,sulfonate ABC transporter substrate-binding protein,WP_004141753.1
BHE81_RS20845,NADPH-dependent FMN reductase,WP_002898296.1
BHE81_RS20850,quinone-dependent dihydroorotate dehydrogenase,WP_002898303.1
BHE81_RS20855,cell division protein ZapC,WP_002898308.1
BHE81_RS20860,YcbX family protein,WP_002898310.1
BHE81_RS20865,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,WP_004147847.1
BHE81_RS20870,ABC transporter ATP-binding protein,WP_004147848.1
BHE81_RS20875,membrane integrity-associated transporter subunit PqiA,WP_023302116.1
BHE81_RS20880,intermembrane transport protein PqiB,WP_002898390.1
BHE81_RS20885,membrane integrity-associated transporter subunit PqiC,WP_002898392.1
BHE81_RS20890,ribosome modulation factor,WP_002898396.1
BHE81_RS20895,bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase,WP_002898398.1
BHE81_RS20900,AAA family ATPase,WP_004147851.1
BHE81_RS20905,macrodomain Ter protein MatP,WP_002898404.1
BHE81_RS20910,porin OmpA,WP_002898408.1
BHE81_RS20915,SOS-induced cell division inhibitor SulA,WP_110246628.1
BHE81_RS20925,TfoX/Sxy family DNA transformation protein,WP_004179217.1
BHE81_RS20930,YccS family putative transporter,WP_002898422.1
BHE81_RS20935,YccF domain-containing protein,WP_021312905.1
BHE81_RS20940,DNA helicase IV,WP_023342915.1
BHE81_RS20945,methylglyoxal synthase,WP_004224034.1
BHE81_RS20950,CoA-binding protein,WP_004144085.1
BHE81_RS20955,heat shock protein HspQ,WP_002898441.1
BHE81_RS20960,23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI,WP_004141630.1
BHE81_RS20965,YbhB/YbcL family Raf kinase inhibitor-like protein,WP_023302114.1
BHE81_RS20970,AraC family transcriptional regulator,WP_020802184.1
BHE81_RS20975,acylphosphatase,WP_004150835.1
BHE81_RS20980,sulfurtransferase TusE,WP_002898457.1
BHE81_RS20985,FtsH protease modulator YccA,WP_002898458.1
BHE81_RS20990,ABC transporter substrate-binding protein,WP_023286208.1
BHE81_RS21000,cyclic diguanylate phosphodiesterase,WP_072145355.1
BHE81_RS28840,hypothetical protein,
BHE81_RS21005,hypothetical protein,WP_004176624.1
BHE81_RS21010,PDR/VanB family oxidoreductase,WP_023302082.1
BHE81_RS21015,NAD-dependent succinate-semialdehyde dehydrogenase,WP_021462870.1
BHE81_RS21020,carnitine monooxygenase%2C oxygenase subunit YeaW,WP_002898571.1
BHE81_RS21025,BCCT family transporter,WP_004183615.1
BHE81_RS21030,tartrate dehydrogenase,WP_012068535.1
BHE81_RS21035,LysR substrate-binding domain-containing protein,WP_014907871.1
BHE81_RS21040,NAD(P)/FAD-dependent oxidoreductase,WP_002898585.1
BHE81_RS21045,aldehyde dehydrogenase PuuC,WP_023302080.1
BHE81_RS21050,HTH-type transcriptional regulator PuuR,WP_002898590.1
BHE81_RS21055,gamma-glutamyl-gamma-aminobutyrate hydrolase,WP_020802183.1
BHE81_RS21060,glutamine synthetase family protein,WP_002898595.1
BHE81_RS21070,APC family permease,WP_004141463.1
BHE81_RS21075,small membrane protein,WP_002898600.1
BHE81_RS21080,hypothetical protein,WP_002898602.1
BHE81_RS21085,SDR family NAD(P)-dependent oxidoreductase,WP_004214503.1
BHE81_RS21090,winged helix-turn-helix transcriptional regulator,WP_004141456.1
BHE81_RS21095,bifunctional glucose-1-phosphatase/inositol phosphatase,WP_004183618.1
BHE81_RS21100,YccJ family protein,WP_002898701.1
BHE81_RS21105,NAD(P)H:quinone oxidoreductase,WP_002898704.1
BHE81_RS28325,hypothetical protein,WP_032409988.1
BHE81_RS21110,general stress protein,WP_002898708.1
BHE81_RS21115,DMT family transporter,WP_004199515.1
BHE81_RS21120,pyrimidine utilization transport protein G,WP_023302077.1
BHE81_RS21125,NADH-dependent FMN reductase RutF,WP_002898812.1
BHE81_RS21130,malonic semialdehyde reductase,WP_004179287.1
BHE81_RS21135,pyrimidine utilization protein D,WP_004893054.1
BHE81_RS21140,pyrimidine utilization protein C,WP_002898877.1
BHE81_RS21145,pyrimidine utilization protein B,WP_023302076.1
BHE81_RS21150,pyrimidine utilization protein A,WP_004179293.1
BHE81_RS21155,HTH-type transcriptional regulator RutR,WP_002898883.1
BHE81_RS21160,lysozyme inhibitor LprI family protein,WP_002898886.1
BHE81_RS21165,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,WP_004183621.1
BHE81_RS21170,sodium/proline symporter PutP,WP_004147889.1
BHE81_RS21175,DUF3574 domain-containing protein,WP_004150827.1
BHE81_RS21180,NupC/NupG family nucleoside CNT transporter,WP_002898911.1
BHE81_RS21185,iron uptake transporter permease EfeU,WP_002898913.1
BHE81_RS21190,iron uptake system protein EfeO,WP_004157740.1
BHE81_RS21195,iron uptake transporter deferrochelatase/peroxidase subunit,WP_004191012.1
BHE81_RS21200,phosphate starvation-inducible protein PhoH,WP_002898923.1
BHE81_RS21215,isochorismatase family protein,WP_002898927.1
BHE81_RS21220,pirin family protein,WP_004176599.1
BHE81_RS21225,LysR family transcriptional regulator,WP_023284933.1
BHE81_RS21240,glyoxylate/hydroxypyruvate reductase GhrA,WP_023284934.1
BHE81_RS21245,phosphatase,WP_023284935.1
BHE81_RS21250,TorD/DmsD family molecular chaperone,WP_023284936.1
BHE81_RS21255,DUF1097 domain-containing protein,WP_002898950.1
BHE81_RS21260,O-acetyl-ADP-ribose deacetylase,WP_002898953.1
BHE81_RS21265,TetR/AcrR family transcriptional regulator,WP_004179313.1
BHE81_RS21270,glucans biosynthesis protein MdoC,WP_004215136.1
BHE81_RS21275,glucans biosynthesis protein MdoG,WP_004140751.1
BHE81_RS21280,glucans biosynthesis glucosyltransferase MdoH,WP_002898967.1
BHE81_RS21285,YceK/YidQ family lipoprotein,WP_002898978.1
BHE81_RS21290,MysB family protein,WP_002898981.1
BHE81_RS21295,multidrug efflux MFS transporter MdtG,WP_002898984.1
BHE81_RS21300,Kdo(2)-lipid IV(A) acyltransferase,WP_004140735.1
BHE81_RS21305,rhodanese-related sulfurtransferase,WP_002898987.1
BHE81_RS21310,DUF2770 family protein,WP_002898988.1
BHE81_RS21315,N-methyl-L-tryptophan oxidase,WP_002898990.1
BHE81_RS21320,biofilm formation regulator BssS,WP_002898992.1
BHE81_RS21330,DNA damage-inducible protein I,WP_023302075.1
BHE81_RS21335,dihydroorotase,WP_004176586.1
BHE81_RS21340,lipoprotein,WP_004150824.1
BHE81_RS21345,multidrug efflux MFS transporter MdtH,WP_002899096.1
BHE81_RS21350,ribosomal protein S5-alanine N-acetyltransferase,WP_002899099.1
BHE81_RS21355,YceH family protein,WP_023302074.1
BHE81_RS21360,Gfo/Idh/MocA family protein,WP_004140718.1
BHE81_RS21365,murein biosynthesis integral membrane protein MurJ,WP_002899104.1
BHE81_RS21370,MFS transporter,WP_023342912.1
BHE81_RS21375,LysR family transcriptional regulator,WP_004218670.1
BHE81_RS21380,ribonuclease E,WP_004893010.1
BHE81_RS21385,23S rRNA pseudouridine(955/2504/2580) synthase RluC,WP_002899271.1
BHE81_RS21390,Maf family protein,WP_014907850.1
BHE81_RS21395,23S rRNA accumulation protein YceD,WP_002899276.1
BHE81_RS21400,50S ribosomal protein L32,WP_000290724.1
BHE81_RS21405,phosphate acyltransferase PlsX,WP_004224085.1
BHE81_RS21410,beta-ketoacyl-ACP synthase III,WP_002899288.1
BHE81_RS21415,ACP S-malonyltransferase,WP_002899289.1
BHE81_RS21420,3-oxoacyl-ACP reductase FabG,WP_002899294.1
BHE81_RS21425,acyl carrier protein,WP_000103754.1
BHE81_RS21430,beta-ketoacyl-ACP synthase II,WP_002900666.1
BHE81_RS21435,aminodeoxychorismate lyase,WP_002900669.1
BHE81_RS21440,cell division protein YceG,WP_002900671.1
BHE81_RS21445,dTMP kinase,WP_002900674.1
BHE81_RS21450,DNA polymerase III subunit delta',WP_110246676.1
BHE81_RS21455,metal-dependent hydrolase,WP_004140680.1
BHE81_RS21460,PTS glucose transporter subunit IIBC,WP_002900680.1
BHE81_RS21465,purine nucleoside phosphoramidase,WP_002900681.1
BHE81_RS21470,YcfL family protein,WP_002900683.1
BHE81_RS21475,penicillin-binding protein activator LpoB,WP_014342994.1
BHE81_RS21480,thiamine kinase,WP_014907847.1
BHE81_RS21485,beta-N-acetylhexosaminidase,WP_004147935.1
BHE81_RS21490,alpha/beta hydrolase YcfP,WP_002900775.1
BHE81_RS21495,NAD(P)/FAD-dependent oxidoreductase,WP_002900778.1
BHE81_RS21500,glycine zipper 2TM domain-containing protein,WP_002900781.1
BHE81_RS21505,TonB-dependent siderophore receptor,WP_004150817.1
BHE81_RS28335,hypothetical protein,WP_009484243.1
BHE81_RS21510,TetR/AcrR family transcriptional regulator,WP_004211818.1
BHE81_RS28340,hypothetical protein,WP_004147941.1
BHE81_RS21515,multiple stress resistance protein BhsA,WP_002900788.1
BHE81_RS21520,L%2CD-transpeptidase LdtC,WP_002900790.1
BHE81_RS21525,transcription-repair coupling factor,WP_020802685.1
BHE81_RS28345,hypothetical protein,WP_004140630.1
BHE81_RS21530,lipoprotein-releasing ABC transporter permease subunit LolC,WP_004176566.1
BHE81_RS21535,lipoprotein-releasing ABC transporter ATP-binding protein LolD,WP_002900798.1
BHE81_RS21540,lipoprotein-releasing ABC transporter permease subunit LolE,WP_004176565.1
BHE81_RS21545,N-acetylglucosamine kinase,WP_004140619.1
BHE81_RS21550,Sir2 family NAD+-dependent deacetylase,WP_004176563.1
BHE81_RS21555,hypothetical protein,WP_004224112.1
BHE81_RS21560,sugar-binding transcriptional regulator,WP_004140612.1
BHE81_RS21565,triose-phosphate isomerase,WP_004211823.1
BHE81_RS21570,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_004179336.1
BHE81_RS21575,four-carbon acid sugar kinase family protein,WP_004224117.1
BHE81_RS21580,2-keto-3-deoxygluconate permease,WP_004140602.1
BHE81_RS21585,PTS glucitol/sorbitol transporter subunit IIA,WP_004140600.1
BHE81_RS21590,ribose 5-phosphate isomerase B,WP_004179338.1
BHE81_RS21595,transaldolase,WP_014599125.1
BHE81_RS21600,transketolase,WP_023302072.1
BHE81_RS21605,long-chain fatty acid--CoA ligase,WP_023302071.1
BHE81_RS21610,aldehyde dehydrogenase family protein,WP_023302070.1
BHE81_RS21615,spermidine/putrescine ABC transporter substrate-binding protein PotD,WP_004140590.1
BHE81_RS21620,spermidine/putrescine ABC transporter permease PotC,WP_004150813.1
BHE81_RS21625,spermidine/putrescine ABC transporter permease PotB,WP_004150812.1
BHE81_RS21630,spermidine/putrescine ABC transporter ATP-binding protein PotA,WP_004147966.1
BHE81_RS21635,peptidase T,WP_004150810.1
BHE81_RS21640,cupin domain-containing protein,WP_004176560.1
BHE81_RS21645,two-component system sensor histidine kinase PhoQ,WP_004147969.1
BHE81_RS21650,two-component system response regulator PhoP,WP_004150807.1
BHE81_RS21655,AraC family transcriptional regulator,WP_023302068.1
BHE81_RS21660,cupin domain-containing protein,WP_023279125.1
BHE81_RS21665,adenylosuccinate lyase,WP_004176557.1
BHE81_RS21670,high frequency lysogenization protein HflD,WP_004140557.1
BHE81_RS21675,tRNA 2-thiouridine(34) synthase MnmA,WP_004150803.1
BHE81_RS21680,NUDIX hydrolase,WP_004150802.1
BHE81_RS21685,23S rRNA pseudouridine(2457) synthase RluE,WP_004150801.1
BHE81_RS21690,NADP-dependent isocitrate dehydrogenase,WP_004150800.1
BHE81_RS21695,site-specific integrase,WP_032418030.1
BHE81_RS21700,excisionase,WP_012542206.1
BHE81_RS21705,exonuclease,WP_032444800.1
BHE81_RS21710,Rrf2 family transcriptional regulator,WP_014228879.1
BHE81_RS21715,DUF1482 family protein,WP_016160636.1
BHE81_RS21720,hypothetical protein,WP_223602317.1
BHE81_RS21725,helix-turn-helix domain-containing protein,WP_012542200.1
BHE81_RS21730,transcriptional regulator,WP_012542199.1
BHE81_RS21735,toxin YdaT family protein,WP_014907826.1
BHE81_RS28845,DnaT-like ssDNA-binding domain-containing protein,WP_049114853.1
BHE81_RS21745,replication protein P,WP_223176365.1
BHE81_RS21750,hypothetical protein,WP_049114851.1
BHE81_RS21755,hypothetical protein,WP_149888828.1
BHE81_RS21760,phage polarity suppression protein,WP_223602318.1
BHE81_RS21765,DNA-processing protein DprA,WP_074188101.1
BHE81_RS21770,HAD hydrolase-like protein,WP_065422577.1
BHE81_RS21775,tyrosine-type recombinase/integrase,
BHE81_RS21780,DinI family protein,WP_023279529.1
BHE81_RS21785,hypothetical protein,WP_050597314.1
BHE81_RS21790,DNA-binding protein,WP_049114843.1
BHE81_RS21800,DUF968 domain-containing protein,WP_080934641.1
BHE81_RS21805,hypothetical protein,WP_025861432.1
BHE81_RS21810,hypothetical protein,WP_063666459.1
BHE81_RS21815,class II holin family protein,WP_017880269.1
BHE81_RS21820,lysozyme,WP_023279523.1
BHE81_RS21825,hypothetical protein,WP_017898986.1
BHE81_RS21845,HNH endonuclease,WP_017898990.1
BHE81_RS21850,hypothetical protein,WP_014228902.1
BHE81_RS21855,hypothetical protein,WP_017898991.1
BHE81_RS21860,phage terminase small subunit P27 family,WP_012542168.1
BHE81_RS21865,terminase large subunit,WP_012542167.1
BHE81_RS21870,hypothetical protein,WP_017898992.1
BHE81_RS21875,phage portal protein,WP_025368259.1
BHE81_RS21880,S49 family peptidase,WP_017898994.1
BHE81_RS21885,phage major capsid protein,WP_017898995.1
BHE81_RS21890,hypothetical protein,WP_014907814.1
BHE81_RS21895,head-tail connector protein,WP_023316689.1
BHE81_RS21900,head-tail adaptor protein,WP_014228910.1
